"","SRR8366697_1.fastq_quant","SRR8366698_1.fastq_quant","SRR8366699_1.fastq_quant","SRR8366700_1.fastq_quant","SRR8366701_1.fastq_quant","SRR8366704_1.fastq_quant","SRR8366705_1.fastq_quant","SRR8366706_1.fastq_quant","SRR8366707_1.fastq_quant"
"ENSG00000221394.1",0,0,0,0,1,0,0,0,0
"ENSG00000221406.1",20,3,11,13,14,0,3,4,2
"ENSG00000221410.1",0,0,0,0,0,0,0,0,0
"ENSG00000221411.1",0,0,0,0,0,0,0,3,0
"ENSG00000221417.1",0,0,0,0,0,0,0,0,0
"ENSG00000221419.1",0,0,0,0,1,1,0,1,0
"ENSG00000221420.2",0,222.049,0,81.766,115.693,209.806,55.748,68.33,25.374
"ENSG00000221421.1",0,0,0,0,0,0,0,0,0
"ENSG00000221430.1",0,0,1,0,0,0,0,0,0
"ENSG00000221436.1",0,0,2,0,0,0,0,0,0
"ENSG00000221439.1",21,14,11,9,5,4,10,1,1
"ENSG00000221440.1",0,1,0,0,1.007,0,0,0,0
"ENSG00000221442.1",1,4,1,0,3,1,0,0,0
"ENSG00000221456.1",0,0,0,0,0,0,0,0,0
"ENSG00000221459.1",0,1,0,0,0,0,0,0,0
"ENSG00000221464.1",1,2,0,2,3,0,2,0,0
"ENSG00000221466.2",22.441,25.478,7.667,33.559,29.633,9.937,3.762,8.728,0
"ENSG00000221468.1",0,0,0,0,0,0,0,0,0
"ENSG00000221491.2",141,195,233,258.996,72,99,50,106,51
"ENSG00000221493.1",0,0,1,0,3,1,0,0,0
"ENSG00000221494.1",0,0,0,0,0,0,0,0,0
"ENSG00000221498.1",0,0,0,0,0,0,0,0,0
"ENSG00000221500.1",24,6,14,6,8,7,2,8,4
"ENSG00000221502.1",0,0,0,1,1,0,0,13,0
"ENSG00000221507.1",0,0,0,0,0,0,0,0,0
"ENSG00000221510.1",0,0,0,0,0,0,0,0,0
"ENSG00000221514.1",31,8,22,15,21,7,4,11,7
"ENSG00000221518.1",7,3,2,1,5,0,1,1,4
"ENSG00000221520.1",2,0,3.752,4.077,0,0,1.508,0,0
"ENSG00000221525.1",5,0,1,0,0,0,1,0,0
"ENSG00000221527.1",0,0,0,0,0,0,0,0,0
"ENSG00000221533.1",0,0,0,0,0,0,0,0,0
"ENSG00000221537.1",1,0,0,0,0,0,0,0,0
"ENSG00000221539.1",26,11,23,5,10,8,4,32,8
"ENSG00000221540.1",0,0,0,0,1,0,0,0,0
"ENSG00000221545.1",8,20,21,8,12,8,2,3,3
"ENSG00000221548.1",0,0,1,0,0,0,0,0,0
"ENSG00000221552.1",0,0,1,0,0,0,0,0,0
"ENSG00000221562.1",1,3.249,1.172,0,0,1.227,0,0,0
"ENSG00000221563.1",0,0,0,0,0,0,0,0,0
"ENSG00000221564.1",0,0,1,1,2,2,1,0,0
"ENSG00000221566.1",0,0,0,0,0,0,0,0,0
"ENSG00000221571.2",0,0,0,0,0,0,0,0,0
"ENSG00000221574.1",0,1,0,0,1,0,0,0,0
"ENSG00000221583.1",0,0,0,0,0,0,0,0,0
"ENSG00000221585.1",1,0,0,1,1,0,0,0,0
"ENSG00000221586.1",0,0,0,0,0,0,0,0,0
"ENSG00000221594.1",8,6,4,6,1,3,0,2,0
"ENSG00000221601.1",0,0,0,0,0,0,0,0,0
"ENSG00000221604.1",0,0,0,0,0,0,0,0,0
"ENSG00000221611.1",1,0,0,0,0,0,0,0,0
"ENSG00000221614.1",7,5,3,0,0,0,2,1,0
"ENSG00000221616.1",2.927,7.204,1.159,2.153,4.285,0,1.245,0,0
"ENSG00000221628.1",0,0,0,0,0,0,0,0,0
"ENSG00000221634.1",2,1,1,3,1,0,0,0,0
"ENSG00000221639.1",18,6,8,5,8,5,1,5,3
"ENSG00000221641.1",1,0,1,0,0,0,0,0,0
"ENSG00000221643.1",0,3,0,0,0,0,0,0,0
"ENSG00000221649.1",0,0,0,0,0,0,0,0,0
"ENSG00000221650.1",22.946,40.94,9.873,15.835,7,11,6,1.877,4
"ENSG00000221656.1",0,0,0,0,0,0,0,0,0
"ENSG00000221662.1",0,2,0,1,1,1,0,1,0
"ENSG00000221667.1",0,0,0,0,0,0,0,0,0
"ENSG00000221669.1",2,0,0,2,0,1,1,0,0
"ENSG00000221676.1",30,90.751,38.828,30.982,75.993,13.773,11,21,12
"ENSG00000221680.1",2,0,0,1,2,0,2,0,2
"ENSG00000221697.1",0,0,0,0,0,0,0,0,0
"ENSG00000221698.1",11.595,12.005,10,12.18,6.063,2.191,1,1,0
"ENSG00000221703.1",0,0,0,0,0,0,0,0,0
"ENSG00000221705.1",0,0,0,3.255,0,1.346,0,0,0
"ENSG00000221710.1",0,0,0,0,0,0,0,0,0
"ENSG00000221711.1",0,0,0,1,1,0,0,0,0
"ENSG00000221716.1",19,21,6,19,10,1,4,4,0
"ENSG00000221719.1",0,0,0,0,0,0,0,0,0
"ENSG00000221725.1",0,0,0,0,0,0,0,0,0
"ENSG00000221737.1",1,1.5,0,3,2.735,12,0,0,0
"ENSG00000221739.1",0,0,0,0,0,0,0,0,0
"ENSG00000221740.1",0,0,0,0,0,0,0,2,1
"ENSG00000221750.1",0,0,0,0,0,0,0,0,0
"ENSG00000221753.1",12.285,15.956,10,8.757,24.02,1,2,5.503,1.039
"ENSG00000221754.1",0,0,0,0,0,0,0,0,0
"ENSG00000221760.1",0,0,0,1,0,0,0,0,0
"ENSG00000221763.1",6,6,6,5,4,0,3,1,0
"ENSG00000221767.1",1.05,1,1.073,2,3,0,0,0,3
"ENSG00000221771.1",4,1,3,5,8,0,1,1,2
"ENSG00000221782.1",190,111,61,122,67,29,38,29,8
"ENSG00000221783.1",10,8,9,5,3,0,3,0,3
"ENSG00000221788.1",0,0,0,1,1,0,0,1,0
"ENSG00000221792.1",0,0,0,0,0,0,0,0,0
"ENSG00000221801.1",0,0,0,1.695,0,0,0,0,0
"ENSG00000221803.1",0,0,0,0,0,0,0,0.9,0
"ENSG00000221806.1",0,0,0,0,0,0,0,0,0
"ENSG00000221808.1",1,3,0,1,0,0,0,0,0
"ENSG00000221817.5",2.01,4.72,4.341,4.311,16.775,5.466,0,4.18,0
"ENSG00000221818.4",151.193,170.516,156.499,65.101,91.294,100.958,78.71,0,10.258
"ENSG00000221823.6",690.046,240.619,277.62,331.799,328.2,199.497,74.02,198.675,138.86
"ENSG00000221826.5",2,3,2.897,3,3,4,2,1,0
"ENSG00000221829.5",152.719,29.38,67.74,83.385,44.085,9.85,9.896,40.102,11.148
"ENSG00000221836.2",0,0,0,0,0,0,0,0,0
"ENSG00000221837.4",0,0,0,0,0,0,0,0,0
"ENSG00000221838.5",17.811,8.423,28.066,35.586,3.158,2.331,1.048,9.164,0
"ENSG00000221844.2",0,1,0,0,0,1,0,0,0
"ENSG00000221845.2",14.077,7.009,8.059,12.001,1,4.024,2.001,1,1
"ENSG00000221849.2",0,2,0,0,0,1,0,0,0
"ENSG00000221855.1",0,0,0,0,0,1,0,0,0
"ENSG00000221857.3",8.228,1.045,1.523,3.584,7.74,0,0,0,1.02
"ENSG00000221858.2",2,0,0,0,0,0,0,0,0
"ENSG00000221864.4",0,0,0,0,0,0,0,0,0
"ENSG00000221866.5",28.145,13.575,9.764,16.796,2.763,8.144,8.263,0,2.519
"ENSG00000221874.4",9.257,23.45,0,0,23.689,0,0,0,2.968
"ENSG00000221878.6",0,0,0,0,0,2,0,2,0
"ENSG00000221879.3",11,10,22,11,19,7,3,1,1
"ENSG00000221882.2",0,0,0,0,0,0,0,0,0
"ENSG00000221886.3",252.088,276.812,161.539,319.97,287.281,49.094,61.701,69.931,26.637
"ENSG00000221887.4",0,0,1,1,0,3,1.218,0,0
"ENSG00000221891.2",0,0,0,0,0,0,0,0,0
"ENSG00000221909.2",28.304,74.852,40.955,28.646,12.684,5.715,3.488,42.199,67.668
"ENSG00000221910.2",0,2,0,1,2,2,0,0,0
"ENSG00000221914.4",450.671,382.4,310.469,356.628,264.235,112.202,101.812,129.266,42.69
"ENSG00000221923.4",23,15,20,6,15,4,2,9,3
"ENSG00000221926.7",20.84,12.074,34.06,10.689,24.459,6.011,8.703,4.484,13.214
"ENSG00000221930.5",3.759,2.084,0,0,0,0,0,0,0
"ENSG00000221931.2",0,2,0,0,0,5,0,0,0
"ENSG00000221933.2",0,0,1,0,0,0,0,0,0
"ENSG00000221938.2",0,0,0,0,0,0,0,1,0
"ENSG00000221946.3",135.292,137.247,61,110.455,65,13,16.516,4,19
"ENSG00000221947.3",11.951,13.303,14.418,3.409,13.569,1,1,1.424,0
"ENSG00000221954.2",0,0,0,0,0,1,0,0,0
"ENSG00000221955.6",20.162,12.322,7.095,12.496,13.909,9,5,4.554,3
"ENSG00000221957.4",0,0,0,0,0,0,0,0,0
"ENSG00000221968.4",3,4,1,1,4.157,0,1,1,0
"ENSG00000221970.1",0,0,0,0,0,0,0,0,0
"ENSG00000221971.3",0,0,1,0,0,2,0,0,4
"ENSG00000221977.1",0,0,0,0,0,0,0,0,0
"ENSG00000221978.7",230.496,171.326,170.234,171.088,140.735,42.678,23.382,45.237,26.08
"ENSG00000221983.3",8.053,8.963,20.134,12.016,6.26,0,7.083,18.178,3.322
"ENSG00000221986.2",0,1.313,0,0,0,0,2,0,0
"ENSG00000221988.8",6.034,6.198,19.957,7.713,20.01,2.536,0,8.197,2.052
"ENSG00000221989.2",0,2,0,0,0,1,0,0,1
"ENSG00000221994.6",0,3.551,0,1.886,0,0,0,0,3.39
"ENSG00000221995.4",320.831,186.856,231.13,170.705,194.621,68.008,47.667,19.629,21.461
"ENSG00000222000.3",10.71,12.019,5.87,6.979,24.214,0,4.587,6.274,10.297
"ENSG00000222001.2",0,2,0,0,0,0,0,0,0
"ENSG00000222005.4",10.307,12.211,4.702,5.667,6.058,7,0,3.005,0
"ENSG00000222007.2",0,0,0,1,1,0,0,0,0
"ENSG00000222009.4",40.646,11.304,29.993,33.013,62.849,6,2,13.787,5
"ENSG00000222011.4",140.13,139.153,114.492,126.181,133.924,45.004,34.353,46.088,31.027
"ENSG00000222012.1",4,2,4,4,4,1,1,0,0
"ENSG00000222017.1",3.315,5.577,1.014,1.053,4.5,0,0,1.061,6.525
"ENSG00000222019.3",1,0,0,0,0,0,1,0,0
"ENSG00000222020.2",7,6,7,8,15.621,0,5,12,6.717
"ENSG00000222022.1",0,0,1,0,0,0,0,0,0
"ENSG00000222024.2",0,1,0,1,0,0,0,0,0
"ENSG00000222030.1",7.048,32.65,6.07,14.082,14.018,11.603,4.024,2.049,1
"ENSG00000222031.1",3,30,9,6,9,2,8,0,2
"ENSG00000222032.1",0,1,3,6,2,1,0,0,0
"ENSG00000222033.1",0,0,1,0,0,2,0,0,0
"ENSG00000222037.5",0,0,0,0,0,0,0,0,0
"ENSG00000222038.3",2.29,3.546,0,12.831,1.229,1.155,0,4.992,5.123
"ENSG00000222041.6",6.22,1.261,0,1.137,0,0,4.227,17.528,2.113
"ENSG00000222042.1",0,0,1,1,0,0,1,0,0
"ENSG00000222043.2",2,4,4,3,7,0,1,3,1
"ENSG00000222044.1",12.11,5.198,6.094,4,17.417,4.165,4,1,1
"ENSG00000222046.2",1,0,1,1,2,0,0,2,1
"ENSG00000222051.1",5,10,0,3,8,1,0,0,1
"ENSG00000222054.1",0,0,0,0,0,0,0,0,0
"ENSG00000222057.1",0,0,0,0,2,0,0,0,0
"ENSG00000222067.1",3.461,0,2,0,1.513,4.958,0,1,0
"ENSG00000222068.1",4,16,6,10,42,3,5,3,1
"ENSG00000222069.1",0,0,0,0,0,1,0,0,0
"ENSG00000222071.1",1,0,0,0,1,0,0,1,0
"ENSG00000222072.1",0,2.02,1.011,0,0,1.036,0,0,0
"ENSG00000222076.1",3.001,5.213,2,4.336,6.258,3,2,4,0
"ENSG00000222078.1",30,34,21,26,29,9,5,0,0
"ENSG00000222087.1",0,0,0,0,0,0,0,0,0
"ENSG00000222092.1",0,0,0,0,0,0,0,0,0
"ENSG00000222094.1",0,1.045,0,0,2.021,0,0,0,0
"ENSG00000222095.1",0,0,0,0,0,0,0,0,0
"ENSG00000222099.1",0,0,0,0,0,0,0,0,0
"ENSG00000222102.1",0,0,0,0,0,0,0,0,0
"ENSG00000222107.1",0,0,0,0,0,0,0,0,0
"ENSG00000222111.1",5.206,1,1,4,17.001,2.001,2,2,1
"ENSG00000222112.1",33,47,30,31,90,10,18,6,6
"ENSG00000222114.1",0,0,0,0,0,0,0,0,0
"ENSG00000222118.1",0,1,0,0,0,0,0,0,0
"ENSG00000222122.1",0,0,0,0,0,0,0,0,0
"ENSG00000222123.1",0,0,0,0,0,0,0,0,0
"ENSG00000222126.1",0,0,0,0,0,0,0,0,0
"ENSG00000222129.1",0,0,0,0,0,0,0,0,0
"ENSG00000222139.1",0,0,0,0,0,0,0,0,0
"ENSG00000222145.1",8,2,4,0,4,3,1,1,0
"ENSG00000222146.1",0,0,0,0,0,0,0,0,0
"ENSG00000222148.1",0,0,0,0,0,0,0,0,0
"ENSG00000222150.1",0,0,0,0,0,0,0,0,0
"ENSG00000222154.1",3,0,0,0,0,0,0,0,0
"ENSG00000222160.1",0,0,0,0,0,0,0,0,0
"ENSG00000222162.1",2,0,2,4,4,0,0,0,0
"ENSG00000222164.1",0,0,0,0,0,0,0,0,0
"ENSG00000222170.1",0,0,0,0,0,2,0,0,0
"ENSG00000222174.1",0,0,0,0,5.06,2,0,0,0
"ENSG00000222177.1",0,0,0,0,0,1,0,0,0
"ENSG00000222178.1",0,0,0,0,0,0,0,0,0
"ENSG00000222179.1",6,2,2,1,1,1,0,1,0
"ENSG00000222182.1",0,0,2,1,0,0,1,0,0
"ENSG00000222185.1",0,0,0,0,0,0,0,0,0
"ENSG00000222202.1",0,0,0,0,0,0,0,0,0
"ENSG00000222205.1",0,0,0,0,0,0,0,0,0
"ENSG00000222206.1",0,0,0,0,0,1,0,0,0
"ENSG00000222207.1",0,0,0,0,0,0,0,0,0
"ENSG00000222208.1",1,8,4,7,0,3,0,0,0
"ENSG00000222209.1",0,0,0,0,0,0,0,0,0
"ENSG00000222210.1",0,0,0,0,0,0,0,0,0
"ENSG00000222213.1",0,0,0,0,0,0,1,0,0
"ENSG00000222220.1",0,0,0,0,0,0,0,0,0
"ENSG00000222222.1",11,17.787,21,7,16.742,5,1,8,3
"ENSG00000222224.1",0,0,0,0,0,0,0,0,0
"ENSG00000222230.1",0,0,0,0,0,0,0,0,0
"ENSG00000222231.1",0,3,0,4,4,2,0,0,0
"ENSG00000222232.1",0,0,0,0,0,0,0,0,0
"ENSG00000222236.1",0,0,0,0,0,0,0,0,0
"ENSG00000222238.1",0,0,0,0,0,0,0,0,0
"ENSG00000222240.1",0,0,0,0,0,0,0,0,0
"ENSG00000222244.1",0,0,0,0,0,0,0,0,0
"ENSG00000222246.1",0,0,0,0,0,0,0,0,0
"ENSG00000222248.1",0,0,0,0,0,0,0,0,0
"ENSG00000222249.1",0,0,0,1,2,0,0,0,0
"ENSG00000222251.1",0,0,0,0,0,0,0,0,0
"ENSG00000222255.1",7,7,5,3,4,0,0,3,0
"ENSG00000222257.1",0,0,0,0,0,0,0,0,0
"ENSG00000222259.1",10,2,8,4,78,1,2,1,1
"ENSG00000222266.1",14,12,15,9,17,1,3,8,2
"ENSG00000222267.1",24,17,6,25,15,4,7,10,1
"ENSG00000222268.1",0,2,1,0,0,1,1,0,0
"ENSG00000222276.1",8.005,7.002,6.002,4.51,3,3.001,5.003,3.001,2
"ENSG00000222281.1",0,0,0,1.049,0,0,0,0,0
"ENSG00000222282.1",0,0,0,2.131,0,0,0,0,0
"ENSG00000222285.1",0,0,0,0,0,0,0,0,0
"ENSG00000222287.1",0,2,0,0,0,1,0,0,0
"ENSG00000222293.1",0,40.003,23.004,23.005,5,23.002,7.001,20.004,4
"ENSG00000222297.1",4,6,4,2,7,3,1,3,0
"ENSG00000222300.1",0,0,0,0,0,0,0,0,0
"ENSG00000222302.1",0,0,0,0,0,0,0,0,0
"ENSG00000222303.1",0,0,0,0,0,0,0,0,0
"ENSG00000222305.1",0,0,0,0,0,0,0,0,0
"ENSG00000222308.1",0,1,0,0,0,1.172,0,0,0
"ENSG00000222312.1",0,0,0,0,0,1,0,0,0
"ENSG00000222313.1",0,0,0,0,0,0,0,0,0
"ENSG00000222317.1",0,0,2,0,2,0,2,1,0
"ENSG00000222320.1",0,1.029,0,0,0,0,0,0,0
"ENSG00000222321.1",0,0,0,0,0,0,0,0,0
"ENSG00000222326.1",0,0,0,0,0,0,0,0,0
"ENSG00000222327.1",0,0,0,0,0,0,0,0,0
"ENSG00000222328.1",2869.695,119544.725,72550.218,86419.14,56637.479,47129.628,21574.374,50433.438,16863.15
"ENSG00000222335.1",0,0,0,0,0,0,0,0,0
"ENSG00000222337.1",1,0,1,0,0,0,0,0,0
"ENSG00000222338.1",0,0,0,0,0,0,0,0,0
"ENSG00000222343.1",24,14,15,4,20.377,16,6,1,1
"ENSG00000222344.1",0,0,0,0,0,1,0,0,0
"ENSG00000222345.1",27,3,22,6,16,2,2,21,8
"ENSG00000222346.1",1,3,2,2,2,1,2,0,0
"ENSG00000222351.1",0,0,0,0,0,0,0,0,0
"ENSG00000222352.1",0,0,0,0,0,0,0,0,0
"ENSG00000222355.1",0,0,0,0,0,0,0,0,0
"ENSG00000222356.1",0,0,0,0,0,0,0,0,0
"ENSG00000222357.1",6,4,7,5,7,4,1,2,0
"ENSG00000222361.1",0,0,0,0,0,1,0,0,0
"ENSG00000222363.1",0,1,0,1,1,0,0,0,0
"ENSG00000222365.1",54.868,21,34.583,23.828,32,15.986,6.986,40.975,3
"ENSG00000222370.1",6.639,3,3,1,3,0,0,3,1
"ENSG00000222371.1",0,0,0,0,0,0,0,0,0
"ENSG00000222375.1",0,0,0,0,0,0,0,0,0
"ENSG00000222376.1",0,0,0,0,0,0,0,0,0
"ENSG00000222378.1",0,0,0,0,0,0,0,0,0
"ENSG00000222383.1",0,0,0,0,0,0,0,0,0
"ENSG00000222385.1",4,0,0,1,0,3,0,0,0
"ENSG00000222386.1",5.001,0,7.001,0,8.528,0,0,0,0
"ENSG00000222389.1",18.733,14.343,12.204,21.491,0,4.546,0,1.814,2
"ENSG00000222397.1",0,1,0,0,0,0,0,0,0
"ENSG00000222398.1",2,0,0,0,0,0,0,0,0
"ENSG00000222404.1",3,2,6,1,16,0,0,1,0
"ENSG00000222405.1",0,0,0,0,0,0,0,0,0
"ENSG00000222407.1",0,0,0,0,0,0,0,0,0
"ENSG00000222412.1",0,0,1,0,0,2,0,0,0
"ENSG00000222413.1",1,0,0,0,0,0,0,0,0
"ENSG00000222414.1",6,6,3,1.155,6,3,2,2,1
"ENSG00000222416.1",0,0,0,0,0,0,0,0,0
"ENSG00000222418.1",0,0,0,0,0,0,0,0,0
"ENSG00000222419.1",0,0,0,0,8,1,2,0,0
"ENSG00000222421.1",0,0,0,0,0,0,0,0,0
"ENSG00000222426.1",1,0,1,0,2,0,0,2,0
"ENSG00000222427.1",0,0,0,0,0,0,0,0,0
"ENSG00000222428.1",0,0,0,0,0,0,0,0,0
"ENSG00000222429.1",0,0,0,0,0,0,0,0,0
"ENSG00000222430.1",0,1,1,2,3,0,0,0,0
"ENSG00000222431.1",0,0,0,0,0,0,0,0,0
"ENSG00000222432.1",5,7,4,6,3,2,0,2,1
"ENSG00000222436.1",0,0,0,0,0,3,1,0,0
"ENSG00000222438.1",0,0,1,0,0,2,1,0,0
"ENSG00000222439.1",1,0,1,0,0,0,0,0,0
"ENSG00000222440.1",5,2,2,3,2,0,0.5,0,0
"ENSG00000222445.1",1,3,0,0,1,1,0,2,1
"ENSG00000222448.1",1,0,0,0,3,0,0,0,0
"ENSG00000222449.1",1,0,0,0,0,0,0,0,0
"ENSG00000222451.1",0,0,0,0,0,0,0,0,0
"ENSG00000222452.1",0,0,0,0,0,0,0,0,0
"ENSG00000222455.1",0,0,0,0,0,0,0,0,0
"ENSG00000222457.1",0,0,0,0,0,0,0,0,0
"ENSG00000222459.1",0,0,0,0,0,0,0,0,0
"ENSG00000222460.1",0,3.418,2,0,0,0,1,0,0
"ENSG00000222465.1",2,8,4,5,3,3,2,0,0
"ENSG00000222467.1",5,4,1,1,5,0,2,0,0
"ENSG00000222468.1",0,1,0,0,0,0,0,0,0
"ENSG00000222472.1",2,1,2,1,7,2,1,0,0
"ENSG00000222477.1",0,1,0,2,1,0,0,0,0
"ENSG00000222486.1",0,0,0,0,0,0,0,0,0
"ENSG00000222488.1",0,0,0,0,0,0,0,0,0
"ENSG00000222489.1",109,218,263,192,165,53,44,99,34
"ENSG00000222490.1",0,0,0,0,3,0,0,0,0
"ENSG00000222496.1",0,0,0,0,0,1,0,0,0
"ENSG00000222499.1",0,0,1.011,0,0,1,0,0,0
"ENSG00000222500.1",0,0,0,0,0,0,0,0,0
"ENSG00000222501.1",0,0,0,0,0,0,0,0,0
"ENSG00000222503.1",0,0,0,0,0,0,0,0,0
"ENSG00000222506.1",0,0,0,0,0,0,0,0,0
"ENSG00000222509.1",0,0,1,0,0,0,0,0,0
"ENSG00000222514.1",0,0,0,0,0,0,0,0,0
"ENSG00000222515.1",28,25,39,21,55,4,8,3,0
"ENSG00000222520.1",0,0,0,0,0,0,0,0,0
"ENSG00000222522.1",2,0,2,3,0,2,0,3,0
"ENSG00000222524.1",0,0,0,0,0,0,0,0,0
"ENSG00000222529.1",0,0,0,0,0,0,1.126,0,0
"ENSG00000222532.1",0,2,1,0,0,0,0,0,0
"ENSG00000222533.1",0,11.338,1.249,6.89,9.273,7.15,0,9.962,0
"ENSG00000222536.1",0,0,0,0,0,0,0,0,0
"ENSG00000222543.1",0,0,0,0,0,2,0,0,0
"ENSG00000222544.1",0,0,0,0,0,0,0,0,0
"ENSG00000222546.1",0,0,0,0,0,0,0,0,0
"ENSG00000222552.1",4,2,0,0,0,0,1,0,0
"ENSG00000222558.1",0,0,0,0,0,0,0,0,0
"ENSG00000222560.1",0,0,0,0,0,0,0,0,0
"ENSG00000222561.1",2,1,1,1,3,0,1,1,0
"ENSG00000222574.1",0,0,0,0,0,0,0,0,0
"ENSG00000222578.1",0,1,1,0,1,1,1,1,1
"ENSG00000222579.1",0,0,0,0,0,0,0,0,0
"ENSG00000222581.1",3,2.087,0,0,0,0,1,0,0
"ENSG00000222582.1",7,3,6,6,8,5,0,0,1
"ENSG00000222583.1",28,17,13,11,15,14,4,13,2
"ENSG00000222585.1",1,0,0,0,0,0,0,0,0
"ENSG00000222588.1",6,4,5,2,0,0,2,3,0
"ENSG00000222589.1",0,0,0,0,0,0,1,0,0
"ENSG00000222592.1",0,0,0,0,0,0,0,0,0
"ENSG00000222594.1",0,0,0,0,0,0,0,0,0
"ENSG00000222598.1",0,0,0,0,0,0,0,0,0
"ENSG00000222601.1",0,0,0,0,0,0,0,1,0
"ENSG00000222607.1",0,0,0,0,0,0,0,0,0
"ENSG00000222608.1",0,0,0,0,0,0,0,0,0
"ENSG00000222609.1",0,0,0,0,0,0,0,0,0
"ENSG00000222610.1",1,1,0,0,1,0,0,0,0
"ENSG00000222612.1",0,2,0,0,1,0,0,0,0
"ENSG00000222613.1",0,0,0,0,0,0,0,0,0
"ENSG00000222614.1",0,0,0,0,0,0,0,0,0
"ENSG00000222616.1",0,0,0,0,0,0,0,0,0
"ENSG00000222617.1",0,0,0,0,0,0,0,0,0
"ENSG00000222623.1",2.602,0,4.525,0,0,1.945,0,0,0
"ENSG00000222624.1",0,4,0,2,1,0,0,0,0
"ENSG00000222626.1",0,1,0,0,3,0,0,2,0
"ENSG00000222627.1",3,1,5,0,1,0,0,0,0
"ENSG00000222629.1",0,1,6,0,4,0,1,0,0
"ENSG00000222635.1",0,0,0,0,0,0,0,0,0
"ENSG00000222636.1",0,0,0,0,0,0,0,0,0
"ENSG00000222640.1",0,1,0,0,0,0,0,0,1
"ENSG00000222644.1",7.839,15.478,3.324,5.068,11.06,5,3.001,2.254,2.65
"ENSG00000222649.1",0,0,0,0,0,0,0,0,0
"ENSG00000222650.1",6,4,1,1.957,3,2,3,2,0
"ENSG00000222651.1",0,0,0,0,0,0,0,0,0
"ENSG00000222652.1",0,0,0,0,0,3,0,0,0
"ENSG00000222658.1",0,1,0,0,0,0,0,0,0
"ENSG00000222659.1",0,0,0,0,0,0,0,0,0
"ENSG00000222663.1",12,5,2,5,3,3,3,1,0
"ENSG00000222664.1",0,0,0,0,0,0,0,0,0
"ENSG00000222667.1",0,0,0,0,0,0,0,0,0
"ENSG00000222675.1",0,0,0,0,0,0,0,0,0
"ENSG00000222678.1",1,2,2,3,5,0,1,0,3
"ENSG00000222679.1",1,1,2,2,1,2,0,1,0
"ENSG00000222682.1",0,0,0,0,0,0,0,0,0
"ENSG00000222685.1",5.736,1,0,0,5.542,0,0,0,0
"ENSG00000222686.1",7.051,7,6.891,6.596,4,4.857,0,0,0
"ENSG00000222691.1",0,0,0,0,0,0,0,0,0
"ENSG00000222693.1",0,0,0,0,0,0,0,0,0
"ENSG00000222698.1",0,0,0,0,0,0,0,0,0
"ENSG00000222701.1",0,0,0,0,0,0,0,0,0
"ENSG00000222704.1",0,0,0,0,0,0,0,0,0
"ENSG00000222705.1",0,0,1,0,0,2,0,0,0
"ENSG00000222706.1",0,2,0,0,2.069,0,0,1,0
"ENSG00000222713.1",0,0,0,0,0,0,0,0,0
"ENSG00000222714.1",6,2,4,7,6,0,0,5,0
"ENSG00000222715.1",0,0,0,0,0,0,0,0,0
"ENSG00000222721.1",0,0,0,0,3,0,0,0,0
"ENSG00000222724.1",1547,471,1392,519,1116,270,119,824,265
"ENSG00000222726.1",9,18,24,40,13,2,5,4,4
"ENSG00000222727.1",0,0,0,0,0,0,0,0,0
"ENSG00000222733.1",0,0,0,0,0,0,0,0,0
"ENSG00000222736.1",0,0,0,0,0,0,0,0,0
"ENSG00000222740.1",0,0,0,0,0,0,0,0,0
"ENSG00000222741.1",0,0,0,0,0,0,0,0,0
"ENSG00000222743.1",0,0,0,0,0,0,0,0,0
"ENSG00000222744.1",5,8,6,4,8,13,5,1,0
"ENSG00000222747.1",0,0,0,0,0,0,0,0,0
"ENSG00000222750.1",0,0,0,0,0,0,0,0,0
"ENSG00000222755.1",0,0,0,0,0,0,0,0,0
"ENSG00000222760.1",0,0,2,0,0,0,0,0,0
"ENSG00000222761.1",6.517,18.996,8.944,3.128,3.918,1,0,0,0
"ENSG00000222764.1",0,0,0,0,0,0,0,0,1
"ENSG00000222765.1",0,0,0,0,3,0,0,0,1
"ENSG00000222767.1",4,1,3,2,3,1,1,2,0
"ENSG00000222774.1",0,0,0,0,0,4,0,0,0
"ENSG00000222777.1",11.918,3,3,3.015,4.984,1,2,4,4
"ENSG00000222778.1",0,0,0,0,0,0,0,0,0
"ENSG00000222783.1",0,0,0,0,0,0,0,0,0
"ENSG00000222784.1",9.003,6.001,7.001,7.001,41.007,5.003,3.001,2,12.005
"ENSG00000222788.1",0,0,3.003,4.003,2.002,1,0,0,0
"ENSG00000222790.1",2,0,0,2,1,0,0,0,0
"ENSG00000222791.1",0,0,0,0,0,1,1,0,0
"ENSG00000222795.1",0,0,0,0,0,0,0,0,0
"ENSG00000222796.1",0,0,0,0,0,1,0,2,0
"ENSG00000222800.1",0,0,1,2,3,0,1,1,0
"ENSG00000222806.1",0,0,0,0,0,0,0,0,0
"ENSG00000222808.1",0,0,0,0,0,0,0,0,0
"ENSG00000222810.1",5,5,4,6,5,3,0,0,0
"ENSG00000222821.1",0,1,0,0,0,0,0,0,0
"ENSG00000222826.1",0,0,1,0,0,0,0,0,0
"ENSG00000222831.1",2,2,1,1,0,0,1,0,0
"ENSG00000222832.1",0,0,0,0,0,0,0,0,0
"ENSG00000222838.1",0,0,0,0,0,0,0,0,0
"ENSG00000222842.1",0,0,0,0,0,1,0,0,0
